书名,授权级别,作品类别,本周点击,本月点击,本周更新,本月更新,周推荐票,月推荐票,人次,字数,更新天数
苦求一世共白首,驻站作品,东方玄幻,4,4,4370,4370,0,0,4,4370,目前在拼命写作中
不科学都市,驻站作品,异术超能,6,44,5288,15013,0,259,648,108600,1
SPH2001灾变厄运,签约作品,进化变异,29,110,8965,40878,1,3,124,61797,3
再回少年亦潇洒,驻站作品,架空历史,21,24,23631,25866,0,0,24,25908,4
老纪的爆笑生活,驻站作品,爆笑幽默,4,4,318,318,0,0,4,532,1
英雄赵信在此,签约作品,东方玄幻,12,81,12364,116235,3,8,545,620423,121
荒诞的梦境,驻站作品,现实题材,1,1,1981,1981,0,0,165,8565,1
仙武杂录,驻站作品,古典仙侠,5,31,1289,2285,0,0,128,15402,1
我抢了哆啦A梦的万能口袋,签约作品,都市生活,8,606,18315,132886,0,14,1711,244851,31
斗罗大陆狂想曲,驻站作品,异界大陆,15,99,9486,93976,0,0,114,111695,19
盖世奶爸,签约作品,都市生活,15,42,14992,31774,0,0,42,31774,3
地狱龙婿战神,签约作品,都市生活,349,4920,10313,83725,42,161,15474,446077,13
阴阳之阴魂师,驻站作品,东方玄幻,4,16,6835,28847,42,84,16,28847,1
活人炼狱,签约作品,民间奇谈,20,166,14363,120882,0,1,2329,470636,91
老实人闯天下,驻站作品,都市异能,1,8,1139,6465,0,0,35,28410,1
娱乐：明星大逃亡,签约作品,娱乐明星,47,319,6292,101462,28,105,797,258752,56
穿到绿文做主角,驻站作品,东方玄幻,4,32,6227,37841,0,0,32,38279,13
都市妖异奇闻,驻站作品,异术超能,4,4,2063,2063,0,0,4,2063,1
混沌古神皇,签约作品,东方玄幻,20,246,9137,79430,35,110,3315,408027,77
斩域杀神,签约作品,洪荒封神,132,1042,12095,173922,88,594,10549,1138765,146
长生霸婿,签约作品,都市异能,35,561,10845,109116,12,329,12256,795447,236
战神归来当奶爸,签约作品,都市生活,214,1759,21020,230276,0,10,36932,2316230,266
斗罗之我的武魂是唐三,专属作品,异界大陆,11,11,3436,3436,0,0,11,3436,2
帝王一诺,驻站作品,历史武侠,2,10,3320,19734,0,5,596,352187,1
大唐：我被两个公主抢婚,签约作品,历史穿越,253,1883,14871,174736,0,0,5356,497207,35
九梦,签约作品,东方玄幻,9,70,9089,79457,0,6,5962,1592696,270
原来我是一条龙,签约作品,异世争霸,53,383,22395,149575,0,1,3971,478013,89
混沌灵源,签约作品,异界大陆,281,1446,6171,54307,0,0,4559,562000,197
奇迹贩卖家,驻站作品,异术超能,10,18,9636,26764,0,0,18,23750,5
落九渊,驻站作品,东方玄幻,5,7,7586,9706,0,0,7,9706,4
我成了魔头祖师爷,签约作品,东方玄幻,27,103,6893,61307,0,0,103,61307,14
和空姐荒岛求生的日子,签约作品,现实题材,2870,5882,27887,254553,14,107,12369,668840,72
网游之诸天降临,签约作品,游戏生涯,42,225,12734,116899,1,49,225,114712,20
穿书后我只想混吃等死,签约作品,爆笑幽默,219,1125,6132,50363,0,36,1242,80057,10
我在三国当名师,签约作品,历史穿越,30,358,20493,114992,0,0,769,196914,51
白马修真记,驻站作品,奇幻修真,86,96,5616,7946,44,44,96,7940,4
浴血净卫,驻站作品,战争幻想,16,38,6311,17296,32,32,38,17305,2
从向往开始制霸娱乐圈,签约作品,娱乐明星,245,2570,20265,220444,0,0,3785,522507,35
重生成萌虎,签约作品,都市异能,53,504,12313,118588,0,0,1689,470841,103
苍羽大陆,专属作品,异界大陆,2,30,32,2962,0,0,127,30663,1
一把剑，砍翻诸天,签约作品,异界大陆,20,523,13565,122814,7,38,921,324149,72
星海弥漫,驻站作品,未来幻想,7,43,3355,30674,0,0,43,30755,19
故事发生在另一颗星球,驻站作品,东方玄幻,5,67,6984,40152,0,0,72,57434,1
夏行,驻站作品,奇幻修真,4,21,52,16967,0,0,48,86242,32
别叫我二师兄,驻站作品,洪荒封神,10,18,8422,17794,0,0,18,17794,5
AR游戏世界如此沙雕,专属作品,爆笑幽默,8,33,3476,14211,0,0,156,60585,1
定魂术,驻站作品,异术超能,0,16,2076,11426,0,0,34,25116,1
叛仙伏魔,签约作品,奇幻修真,5,35,3386,16088,35,261,715,151989,1
仙辛,驻站作品,东方玄幻,10,16,32647,41405,0,0,16,41405,5
秦岭往事,签约作品,探险揭秘,3,6,5355,5355,0,0,1056,203813,1
绝境Uzi：永远滴神,签约作品,电子竞技,145,4539,8911,143444,63,334,10918,427771,77
炼狱囚笼,驻站作品,游戏异界,21,43,2886,8271,7,23,43,8451,1
惊心盗墓之旅,专属作品,恐怖悬疑,8,19,5114,14736,0,0,17,14736,6
我在西游有家书店,签约作品,都市生活,62,187,18337,85845,0,0,197,94236,4
苍龙战神,签约作品,都市生活,29,377,7602,60832,0,0,571,180103,69
九劫战仙,签约作品,东方玄幻,71,226,24559,211761,42,176,4120,685716,136
小白修仙多磨难,专属作品,古典仙侠,6,13,16100,44486,0,0,13,44486,4
凡神物语,签约作品,异界大陆,17,152,6676,63210,28,105,5175,1078326,30
时间盗贼,驻站作品,魔法校园,8,8,12744,12744,0,0,8,12744,1
天衍邪神,签约作品,异界大陆,13,79,6115,64501,0,0,4251,931939,1
天谴劫,驻站作品,东方玄幻,7,23,30379,92847,0,0,23,92352,8
白鹭遥之云雷,驻站作品,东方玄幻,0,6,6544,63076,0,0,15,112507,44
百炼飞升录,签约作品,东方玄幻,4117,36382,10908,76656,740,6784,2073974,13545493,2796
冥王异界生活,签约作品,异界大陆,12,106,12798,109722,0,0,671,891780,109
千古皇帝混仙界,驻站作品,东方玄幻,15,135,6229,51059,31,144,146,57247,15
异界小卖铺,签约作品,异界大陆,457,3389,24515,212526,42,614,59020,1256261,199
七刀侠客,驻站作品,古典仙侠,4,16,4625,14835,0,0,16,14835,1
都市：我有亿点点属性,签约作品,都市异能,416,1277,18209,161186,0,0,1375,231692,9
业余对手,驻站作品,星际战争,0,0,1761,1761,0,0,0,1761,目前在拼命写作中
西游：我叫唐三葬,签约作品,都市重生,5,25,4642,7706,0,0,85,27758,2
神豪从相亲失败开始,签约作品,都市生活,12,50,12565,48777,7,15,50,50874,9
异世界的新大陆,授权作品,魔法校园,1,4,2412,5559,0,0,55,32401,1
网游之九转轮回,签约作品,虚拟网游,758,6818,18489,161493,552,1369,532250,8474096,1364
万祖之灵,专属作品,古典仙侠,7,12,3168,4915,0,0,12,4985,5
末日世界的日子,驻站作品,末世危机,10,10,4589,4589,0,0,10,4589,2
文明前记,驻站作品,星际战争,4,4,1144,1144,0,0,4,1688,1
我的弟子遍布天下,签约作品,东方玄幻,26,620,6142,58726,1,25,1062,157748,28
道上真人,签约作品,东方玄幻,17,333,9177,94312,0,450,4174,364460,24
网游之最快法师,签约作品,虚拟网游,27,403,4430,49340,36,218,917,153082,50
龙纹战神,签约作品,东方玄幻,2665,24504,4227,49567,170,1509,2852915,10528883,2
我女友是校霸,驻站作品,校园风云,13,100,6372,55286,28,121,201,102425,21
创世神游记,驻站作品,虚拟网游,4,23,2169,16308,0,0,23,16308,1
荒北三国,签约作品,异世争霸,61,435,10775,88696,7,28,8384,1118473,105
不死身开局的异世流放,驻站作品,末世危机,11,33,13656,41422,1,1,33,41419,9
都市之战神归来,签约作品,都市异能,3101,3343,26269,224863,10,10,4810,687542,92
清闲道人,授权作品,东方玄幻,19,233,3546,30577,0,0,12998,767772,104
西游：我唐僧入魔了,签约作品,东方玄幻,11,51,9136,44929,0,0,51,44852,11
我是末世唯一的男人,签约作品,末世危机,594,5812,16355,135314,0,0,92252,1392990,198
乐游源,签约作品,东方玄幻,10,93,16871,137145,28,28,84048,2266711,67
御方名之御龙传说,专属作品,奇幻修真,4,27,1966,29114,0,0,373,264556,1
三生无明,签约作品,时空穿梭,10,74,7645,35869,7,30,227,141246,14
强制逆序,驻站作品,东方玄幻,11,11,4946,4946,0,0,11,4946,目前在拼命写作中
铸逍遥,签约作品,东方玄幻,18,130,9564,81721,0,0,130980,2249292,438
气动天下,授权作品,奇幻修真,9,9,2579,2579,0,0,9,2068,1
都市：开局女友出轨了,签约作品,都市生活,226,1531,10218,76265,0,0,1719,150663,45
阴阳山海纪,驻站作品,民间奇谈,6,6,1519,1519,8,8,6,1519,1
魔罗诡歌,专属作品,异界大陆,3,13,22797,31127,0,0,13,31127,5
梦回繁荣,驻站作品,洪荒封神,6,8,3417,3417,0,0,13,6610,2
高中生和他的宠物鸡,驻站作品,校园风云,5,29,2701,5056,0,0,139,10347,1
清明祝,驻站作品,架空历史,0,4,6146,49521,0,0,59,213513,16
多元位面漂流记,驻站作品,未来幻想,4,16,20416,33830,0,0,16,32322,1
尘世陨,驻站作品,末世危机,30,807,2452,16088,12,436,1996,41470,1
破天录,签约作品,东方玄幻,1975,13687,8621,47368,214,1608,852674,2746115,3
此生说不出的爱,驻站作品,都市生活,1,9,36009,55181,0,0,18,55181,2
死灵之境,签约作品,民间奇谈,63,175,3206,22947,12,53,1318,193600,7
洪荒女团，随我天神下凡！,签约作品,娱乐明星,227,1478,19219,197702,0,0,1522,223357,35
三界天图,驻站作品,异界大陆,4,12,24455,47708,0,0,12,47708,5
从签到开始逆袭,签约作品,异界大陆,34,397,20651,119230,0,42,2173,468711,108
白色月光,驻站作品,侦探推理,8,8,4537,4537,0,0,8,4537,1
懒宁记,专属作品,现代异侠,7,9,1270,1270,1,1,137,11860,1
系统逼我当大佬,签约作品,东方玄幻,19,52,6048,15802,0,0,52,15802,3
破源流,授权作品,古典仙侠,6,7,21275,27473,0,0,7,27473,4
魔主不败,签约作品,东方玄幻,7,24,20633,141486,0,0,500,953754,6
东荒纪元,签约作品,东方玄幻,18,91,9163,79104,0,0,5549,1420545,317
东荒纪元,签约作品,东方玄幻,18,91,9163,79104,0,0,5549,1420545,317
龙组之南极风云,驻站作品,现代修真,2,18,7285,50501,0,0,26,67198,6
私家侦探之旁观者,驻站作品,现实题材,7,36,7050,33964,0,0,162,167889,5
武歌天行,签约作品,异界大陆,9,77,7827,52045,0,2,117,91932,3
我在天庭搞拆迁,签约作品,都市异能,16,156,4932,92417,0,0,236,143714,1
封天灵尊,签约作品,东方玄幻,18,116,24711,211595,7,31,4979,728243,26
慢慢长大的我和你,专属作品,现实题材,1,9,172,756,0,0,399,40283,1
元灵法则,签约作品,东方玄幻,30,241,12335,104650,0,0,45106,5357057,371
寒门贵子,签约作品,架空历史,2058,13086,9338,28575,176,948,622526,2250747,2
英雄联盟之不败战神,签约作品,电子竞技,75,1184,6270,152408,23,44,1520,343988,31
棕背伯劳恩施游记,驻站作品,东方玄幻,5,15,977,1559,0,0,15,1753,1
不灭武尊,签约作品,东方玄幻,11523,86488,8320,69894,10,161,4216435,12894466,53
大风谣,专属作品,东方玄幻,1,29,11532,66534,0,0,29,41071,2
玄幻：我！天命大反派,签约作品,异术超能,72,512,6431,64277,0,0,533,66291,26
多普勒讷罗,授权作品,异界大陆,5,13,5584,9722,0,0,13,9606,4
我一定要出人头地,驻站作品,都市生活,2,10,5902,5902,0,0,178,184638,1
忍者必须死,专属作品,异界大陆,3,3,1030,1030,0,0,3,1030,1
封岚之眼,授权作品,古典仙侠,14,103,3446,14770,0,0,103,12209,1
神宠进化系统,签约作品,异界大陆,961,6780,15399,53673,0,45,203655,1498100,6
暗月天地,驻站作品,洪荒封神,0,5,3302,59019,0,0,28,292618,1
岁页篇章,签约作品,异界大陆,9,76,19514,137149,0,0,2926,1604139,19
我有一家宠物店,驻站作品,民间奇谈,0,0,2446,2446,0,0,0,2446,目前在拼命写作中
网游之最肉狙击手,签约作品,虚拟网游,16,134,4644,68533,0,0,278,118605,3
文明之星神劫,签约作品,末世危机,162,1265,9445,82422,152,871,176883,1489139,125
血肉核心,驻站作品,异世争霸,29,35,9227,15354,0,16,35,15521,4
位面世界随心游,专属作品,都市生活,3,21,4079,42477,0,0,1024,695970,1
开局带妹去退婚,专属作品,东方玄幻,34,102,7636,25443,0,0,102,25447,9
武逆,签约作品,东方玄幻,1757,13697,6186,51265,0,32,1752533,8569622,3
玄幻之开局无限系统,签约作品,东方玄幻,110,510,14805,69683,0,44,827,133081,47
我的老婆自己做,驻站作品,男生同人,2,21,1393,8135,0,0,21,8139,1
都市至尊仙医,签约作品,都市重生,39,404,4111,77922,0,0,5738,224120,1
万界战神传说,驻站作品,东方玄幻,26,67,8337,42849,0,0,67,42849,16
和女明星的荒岛生涯,签约作品,都市异能,129,315,10987,45499,1,9,315,47874,11
六道青莲之天道传说,签约作品,奇幻修真,17,196,10542,150768,27,130,336,315483,7
火种计划,驻站作品,末世危机,41,41,33485,33485,33,33,41,33485,2
直播：开局拒绝亿万家产,签约作品,都市异能,71,426,6353,80356,0,0,526,129850,35
神灵之劫,授权作品,异界大陆,122,507,4230,44058,23,124,650,74142,1
暗界初建,驻站作品,异界大陆,4,32,10345,19459,1,1,32,22607,3
崩塌空间,驻站作品,时空穿梭,10,20,7846,10558,0,0,20,10558,目前在拼命写作中
作家的研讨会,驻站作品,都市生活,0,8,0,4062,0,0,124,268635,目前在拼命写作中
异世录I地球陷落,驻站作品,异界大陆,3,10,4253,29881,7,28,121,312140,目前在拼命写作中
神游系统,专属作品,奇幻修真,8,8,5082,5082,0,0,8,5153,2
末世时空之旅,驻站作品,时空穿梭,5,51,2139,4514,0,0,233,30287,1
联盟之废婿崛起,签约作品,都市异能,8,312,15098,139048,0,25,587,363758,56
万劫帝主,签约作品,东方玄幻,49,369,26418,103614,7,35,1322,201297,41
废土生存日记,签约作品,末世危机,12,102,4062,38382,9,15,845,242950,2
修罗战神之奶爸崛起,签约作品,都市激战,20,315,18229,121317,0,0,2033,609234,19
雷武,签约作品,异界大陆,3129,24713,4155,51112,7,409,1641654,12654985,1619
散仙也快活,驻站作品,奇幻修真,3,20,14462,68271,0,20,26,98217,1
销魂美人,签约作品,都市生活,15,133,18884,163476,0,0,296,431629,34
兽渠行,驻站作品,异界大陆,5,42,4068,51207,0,0,87,110089,1
玄幻之我是魔法师,签约作品,东方玄幻,103,1928,13771,120422,0,1,2771,206942,22
妖怪的往事,驻站作品,民间奇谈,8,8,15211,15211,0,0,8,17321,1
仙帝归来,签约作品,都市重生,20,178,7177,57124,16,69,968,219752,43
月宫圣男,专属作品,东方玄幻,15,32,13309,40773,0,0,32,40772,7
武侠世界的慕容复,签约作品,传统武侠,2075,17720,9367,81377,21,193,579341,3862880,76
每周一个新能力,驻站作品,都市异能,11,46,7914,23889,0,3,46,23889,8
人的短短一生,专属作品,男生同人,12,12,1093,1609,0,0,12,1609,目前在拼命写作中
赵氏连城璧之赵氏骄阳,驻站作品,历史传奇,7,41,14242,146843,0,6,45,191652,31
帝君神尊,专属作品,异界大陆,3,19,11520,92572,0,0,111,266749,16
帝君神尊,专属作品,异界大陆,3,19,11520,92572,0,0,111,266749,16
无神起源,驻站作品,异界大陆,2,2,862,862,0,0,2,862,1
登极灵道,驻站作品,东方玄幻,5,12,9998,23216,0,0,12,12985,5
洪荒：我哥们儿是鸿钧老祖,签约作品,洪荒封神,1287,7427,18300,130946,5,174,7591,154261,8
宇宙更迭,驻站作品,领主贵族,6,30,4851,26745,0,0,30,26745,1
改变天道之风水相师,专属作品,东方玄幻,11,11,5763,5763,0,0,11,5763,2
当时间终止的瞬间我想,驻站作品,异术超能,1,57,9843,174849,0,0,68,198004,30
天启神录,驻站作品,奇幻修真,9,9,3055,3055,0,0,9,3055,1
逍遥战神,签约作品,都市生活,127,765,24468,248850,0,0,10980,1082781,11
红人馆越野跑无冕之王,驻站作品,都市生活,5,21,4494,16729,0,0,61,52307,1
炼气三万年,签约作品,东方玄幻,51,622,12328,173679,0,0,38814,1380388,22
灵妖之记,驻站作品,异界大陆,4,37,8193,38557,0,2,37,38554,9
旧兰,签约作品,异界大陆,94,94,55450,55450,4,4,9,55418,2
乾坤易道之随喜堂,驻站作品,恐怖悬疑,14,65,3409,14716,0,0,65,14716,3
智慧坠落,专属作品,灵魂转换,17,17,12541,12541,0,0,17,12541,2
狂婿无敌,签约作品,都市生活,365,4165,12234,103045,20,40,55881,788469,2
武道魂灵,驻站作品,异界大陆,11,29,6573,15655,8,9,29,15655,7
墓机,驻站作品,探险揭秘,2,29,2788,26541,0,0,29,26541,1
最佳神医,签约作品,都市异能,48,385,10250,80258,0,0,52964,1287199,7
开局变成一颗蛋,专属作品,异界大陆,11,30,14889,54075,0,0,30,54075,10
无欲征途,驻站作品,热血青春,3,26,2136,32107,0,0,2006,504422,1
摊牌了：我在天庭收房租,签约作品,都市异能,64,426,12721,71483,0,0,785,159893,30
突破从养猫开始,签约作品,东方玄幻,21,86,2047,2047,0,0,1677,532750,目前在拼命写作中
千山明月剑,驻站作品,魔法校园,3,9,2161,8009,0,0,407,170682,1
昭天,驻站作品,东方玄幻,4,24,6590,32066,0,0,54,53575,2
穿越两界的替身使者,驻站作品,西方奇幻,4,20,9373,25965,0,0,20,25965,6
王国的 救赎,驻站作品,职场励志,2,7,4897,12602,0,0,112,93661,2
我西虹市首富要开学了,签约作品,商业大亨,24,176,16221,156391,0,0,186,168327,27
最强赘婿,签约作品,都市生活,839,6593,9037,60271,0,42,489889,3925863,8
惊情蜕变,驻站作品,末世危机,1,8,9202,36803,0,0,8,36802,1
大千劫主,签约作品,异界大陆,1386,8530,8276,29887,50,189,797294,6083339,1
魔都之门,驻站作品,魔法校园,1,5,5884,12797,0,0,5,16388,3
从癞蛤蟆开始吞噬进化,签约作品,东方玄幻,85,261,6145,52156,24,83,283,67866,9
天命之帝释天,驻站作品,东方玄幻,7,28,19529,63501,0,0,28,63887,13
仙语物缘,驻站作品,东方玄幻,7,20,7677,29251,0,0,20,29251,6
无敌神婿,签约作品,都市异能,214,2154,27194,126586,15,203,72537,1731321,101
阎凤传之黄巾之乱,驻站作品,异界大陆,3,18,6776,60652,0,0,44,142671,11
每天一个小故事,驻站作品,现实题材,29,204,330,626,0,0,344894,214776,4
奥特曼之王者风范,签约作品,星际战争,13,152,6571,47179,0,0,152,47179,21
直播之荒野生存大挑战,签约作品,都市生活,26,139,15296,67740,0,0,295,156912,6
修罗剑皇,签约作品,东方玄幻,132,2951,13433,117039,27,761,6104,181605,48
我！猴哥被全世界直播,签约作品,都市异能,17,77,18390,104308,0,0,77,104308,22
掌中一座白虎营,驻站作品,都市异能,11,11,8909,8909,0,0,11,8909,3
大秦诛神司,签约作品,探险揭秘,1192,2957,16709,149911,0,140,3431,309305,2
我真的长生不老,签约作品,都市激战,62,420,6168,56287,0,7,1431,292327,3
三界之圣途,签约作品,异界大陆,1,11,3173,3173,0,0,391553,878534,目前在拼命写作中
重生之制霸异界大陆,专属作品,异界大陆,1,9,7843,20805,0,0,9,20805,6
直播：我的废土悠闲之旅,签约作品,进化变异,6,80,6073,81197,0,2,150,146705,50
我，人已落榜，万亿首富,签约作品,都市生活,655,5399,6184,64065,0,68,5837,145308,40
湮灭纪代,授权作品,异界大陆,3,5,16312,28586,0,0,625,182941,6
大国小民,专属作品,都市生活,4,4,1265,1265,0,0,4,1265,1
宙世帝尊,驻站作品,东方玄幻,0,5,5451,21671,0,0,151,157330,1
大唐：我安禄山绝不造反,签约作品,历史穿越,37,178,12910,55791,28,102,178,55809,3
火影之一拳系统,签约作品,男生同人,22,346,6491,57029,0,0,700,146978,60
黎明收容,驻站作品,未来幻想,13,102,8329,43631,10,11,96,42314,3
神兽召唤师,签约作品,异界大陆,573,6316,3138,46234,591,2494,380262,2527419,805
大梦江湖之永生传说,驻站作品,异界大陆,20,55,6645,20460,202,328,5101,22412,1
开局之我是项羽,签约作品,异世争霸,29,200,6079,50698,0,0,1369,186784,22
刺客信条之后裔,授权作品,西方奇幻,3,12,6625,11631,0,0,235,79874,1
溟涬日记,驻站作品,东方玄幻,8,43,6220,72333,0,0,43,72333,14
落子东南,驻站作品,异世争霸,7,7,20216,20216,0,0,7,20216,1
不死武皇,签约作品,东方玄幻,619,5035,13956,128024,218,386,349318,7141821,1227
万界快递员,签约作品,都市异能,11,45,24213,187640,0,0,1752,526054,目前在拼命写作中
许愿：我有无数超能力,签约作品,都市生活,33,572,18541,130371,0,0,823,331326,87
我只想安静的长生,签约作品,奇幻修真,126,1256,24591,220693,7,29,10792,980687,140
神祖纪,签约作品,古典仙侠,522,5087,9652,82738,1666,12397,49080,899822,220
星途旅人,驻站作品,西方奇幻,4,227,5547,145596,0,2,395,127815,1
海贼王的忍者副船长,驻站作品,男生同人,17,36,6502,15063,0,0,36,15054,7
我有一座天地当铺,签约作品,都市异能,230,2406,28527,174858,0,0,7590,467885,87
圣纵记,驻站作品,异世争霸,0,5,2549,16239,0,0,38,118193,1
玄幻：带着大佬去开团,签约作品,东方玄幻,8,74,18493,160315,0,22,76,166532,28
变身女武神来到异界,驻站作品,宅系小说,19,52,6127,20460,0,0,52,20460,10
星元神记,驻站作品,异术超能,4,15,15597,44436,0,0,15,44435,8
探险秘闻之长生罪,签约作品,探险揭秘,48,824,12795,111639,90,415,1395,314178,18
